country,number,title,date,url
Cyprus,1990/04,Distribution of Liriomyza huidobrensis in the EPPO region,1990-02,https://gd.eppo.int/reporting/article-5576
Cyprus,1989/08,Results of questionnaire on distribution of Bemisia tabaci in EPPO countries,1989-01,https://gd.eppo.int/reporting/article-5658
Cyprus,1988/02,Up-date of summaries of the regulations of EPPO Member Countries,1988-04,https://gd.eppo.int/reporting/article-5685
Cyprus,1987/01,Presence of Parabemisia myricae in Cyprus and Turkey,1987-03,https://gd.eppo.int/reporting/article-5724
Cyprus,1986/01,New records of A1 and A2 pests in Near East,1986-07,https://gd.eppo.int/reporting/article-5763
Cyprus,1985/01,Appearance of Erwinia amylovora in Cyprus,1985-03,https://gd.eppo.int/reporting/article-5769
Cyprus,1983/01,"New record of plum pox virus, fireblight and coffee leaf rust",1983-06,https://gd.eppo.int/reporting/article-5784
Cyprus,1975/05,Phytosanitary Certificates in Cyprus,1975-01,https://gd.eppo.int/reporting/article-5838
Czechia,2025/138,The potential spread of Reynoutria japonica in Europe under future climate conditions,2025-05,https://gd.eppo.int/reporting/article-8151
Czechia,2025/122,Update on the situation of the Asian hornet Vespa velutina in Europe,2025-05,https://gd.eppo.int/reporting/article-8135
Czechia,2025/074,First report of ‘Candidatus Arsenophonus phytopathogenicus’ in Central Europe,2025-03,https://gd.eppo.int/reporting/article-8087
Czechia,2024/258,Long-term chemical control of Reynoutria species in the Czech Republic,2024-11,https://gd.eppo.int/reporting/article-8008
Czechia,2024/232,Alien plant species associated with railways in the Czech Republic,2024-10,https://gd.eppo.int/reporting/article-7982
Czechia,2024/027,New data on quarantine pests and pests of the EPPO Alert List,2024-02,https://gd.eppo.int/reporting/article-7777
Czechia,2024/001,New data on quarantine pests and pests of the EPPO Alert List,2024-01,https://gd.eppo.int/reporting/article-7751
Czechia,2023/257,Update of the situation of tomato mottle mosaic virus in the EPPO region,2023-11,https://gd.eppo.int/reporting/article-7739
Czechia,2023/211,Sooty bark disease of sycamore is spreading in Europe,2023-09,https://gd.eppo.int/reporting/article-7693
Czechia,2023/040,Incursion of Thaumatotibia leucotreta in the Czech Republic,2023-02,https://gd.eppo.int/reporting/article-7522
Czechia,2022/102,First report of Aleurocanthus spiniferus in the Czech Republic,2022-05,https://gd.eppo.int/reporting/article-7333
Czechia,2022/015,First report of Grapevine flavescence dorée phytoplasma in the Czech Republic,2022-01,https://gd.eppo.int/reporting/article-7245
Czechia,2022/001,New data on quarantine pests and pests of the EPPO Alert List,2022-01,https://gd.eppo.int/reporting/article-7231
Czechia,2021/207,New data on quarantine pests and pests of the EPPO Alert List,2021-10,https://gd.eppo.int/reporting/article-7146
Czechia,2020/252,First report of tomato mottle mosaic virus in the Czech Republic,2020-11,https://gd.eppo.int/reporting/article-6930
Czechia,2020/223,First report of tomato brown rugose fruit virus in the Czech Republic,2020-10,https://gd.eppo.int/reporting/article-6901
Czechia,2020/118,Dryocosmus kuriphilus found again in the Czech Republic,2020-06,https://gd.eppo.int/reporting/article-6796
Czechia,2020/047,Alien plants in Central European river ports,2020-02,https://gd.eppo.int/reporting/article-6725
Czechia,2020/045,Impatiens glandulifera in forest habitats,2020-02,https://gd.eppo.int/reporting/article-6723
Czechia,2019/217,Seed bank dynamics of Impatiens,2019-10,https://gd.eppo.int/reporting/article-6647
Czechia,2019/221,"6th International Symposium on Invasive Plants and Environmental Weeds (Prague, 2020-05-13/15)",2019-10,https://gd.eppo.int/reporting/article-6651
Czechia,2019/056,"Dryocoetes himalayensis, a bark beetle spreading in Europe",2019-03,https://gd.eppo.int/reporting/article-6486
Czechia,2019/023,Seed survival of Heracleum mantegazzianum,2019-01,https://gd.eppo.int/reporting/article-6453
Czechia,2018/221,First report of Halyomorpha halys in the Czech Republic,2018-11,https://gd.eppo.int/reporting/article-6415
Czechia,2018/217,First report of Rhagoletis completa in the Czech Republic,2018-11,https://gd.eppo.int/reporting/article-6411
Czechia,2018/235,"15th International Conference on Ecology and Management of Alien Plant Invasions (Prague, 2019-09-09/13)",2018-11,https://gd.eppo.int/reporting/article-6429
Czechia,2018/068,New data on quarantine pests and pests of the EPPO Alert List,2018-04,https://gd.eppo.int/reporting/article-6262
Czechia,2018/044,Spread of Abutilon theophrasti in Central Europe,2018-02,https://gd.eppo.int/reporting/article-6238
Czechia,2017/212,First report of Rhagoletis batava in the Czech Republic,2017-11,https://gd.eppo.int/reporting/article-6180
Czechia,2017/157,New data on quarantine pests and pests of the EPPO Alert List,2017-09,https://gd.eppo.int/reporting/article-6125
Czechia,2017/177,Molecular ecology of three invasive Heracleum species in Europe,2017-09,https://gd.eppo.int/reporting/article-6145
Czechia,2017/113,New data on quarantine pests and pests of the EPPO Alert List,2017-06,https://gd.eppo.int/reporting/article-6081
Czechia,2017/084,Suspected presence of Xylella fastidiosa in a single plant of Polygala myrtifolia imported into the Czech Republic,2017-04,https://gd.eppo.int/reporting/article-6052
Czechia,2017/064,First report of Diplocarpon mali in the Czech Republic,2017-03,https://gd.eppo.int/reporting/article-6032
Czechia,2017/039,Update on the situation of Scaphoideus titanus in the Czech Republic,2017-02,https://gd.eppo.int/reporting/article-6007
Czechia,2017/025,Distribution of invasive plants in urban environments in the Czech Republic,2017-01,https://gd.eppo.int/reporting/article-5993
Czechia,2016/182,New data on quarantine pests and pests of the EPPO Alert List,2016-10,https://gd.eppo.int/reporting/article-5927
Czechia,2016/190,First report of Dasineura oxycoccana in the Czech Republic,2016-10,https://gd.eppo.int/reporting/article-5935
Czechia,2016/200,Management success of three invasive alien plant species in a Central European National Park,2016-10,https://gd.eppo.int/reporting/article-5945
Czechia,2016/174,Phytophthora ramorum found again in the Czech Republic,2016-09,https://gd.eppo.int/reporting/article-5919
Czechia,2016/168,First report of Illinoia liriodendri in the Czech Republic,2016-09,https://gd.eppo.int/reporting/article-5913
Czechia,2016/165,First report of Scaphoideus titanus in the Czech Republic,2016-09,https://gd.eppo.int/reporting/article-5910
Czechia,2016/141,"Cascading impacts due to the invasive alien tree species, Robinia pseudacacia in the Czech Republic",2016-07,https://gd.eppo.int/reporting/article-5886
Czechia,2015/210,First report of Eutypella parasitica in the Czech Republic,2015-11,https://gd.eppo.int/reporting/article-5157
Czechia,2015/168,First report of Meloidogyne naasi in the Czech Republic,2015-09,https://gd.eppo.int/reporting/article-5114
Czechia,2015/166,First confirmed report of ‘Candidatus Phytoplasma ulmi’ in the Czech Republic,2015-09,https://gd.eppo.int/reporting/article-5112
Czechia,2015/143,"7th International Weed Science Congress (Prague, 2016-06-19/25)",2015-07,https://gd.eppo.int/reporting/article-4941
Czechia,2015/098,Orientus ishidae: a potential phytoplasma vector spreading in the EPPO region,2015-05,https://gd.eppo.int/reporting/article-4763
Czechia,2014/208,"First reports of Grapevine Pinot gris virus in the Czech Republic, Slovak Republic and Slovenia",2014-11,https://gd.eppo.int/reporting/article-3301
Czechia,2014/209,First report of Drosophila suzukii in the Czech Republic,2014-11,https://gd.eppo.int/reporting/article-3302
Czechia,2014/186,First report of Rhagoletis cingulata in the Czech Republic,2014-10,https://gd.eppo.int/reporting/article-3279
Czechia,2014/195,First report of Phytophthora rubi in the Czech Republic,2014-10,https://gd.eppo.int/reporting/article-3288
Czechia,2014/012,First report of Aproceros leucopoda in the Czech Republic,2014-01,https://gd.eppo.int/reporting/article-2730
Czechia,2013/243,New findings of Diabrotica virgifera virgifera in the Czech Republic,2013-11,https://gd.eppo.int/reporting/article-2705
Czechia,2013/235,First report of Fusarium foetens in the Czech Republic,2013-11,https://gd.eppo.int/reporting/article-2697
Czechia,2013/218,Trichoferus campestris is spreading in the EPPO region,2013-10,https://gd.eppo.int/reporting/article-2680
Czechia,2013/190,First report of Tuta absoluta in the Czech Republic,2013-09,https://gd.eppo.int/reporting/article-2652
Czechia,2013/208,"Outcomes of the IUCN conference ‘Invasive alien species: the urban dimension’, Geneva (CH), 2013-09-05",2013-09,https://gd.eppo.int/reporting/article-2670
Czechia,2013/147,Isolated finding of Phytophthora ramorum in the Czech Republic,2013-07,https://gd.eppo.int/reporting/article-2609
Czechia,2013/143,First report of Nematus lipovskyi in the Czech Republic,2013-07,https://gd.eppo.int/reporting/article-2605
Czechia,2013/100,Xanthomonas axonopodis pv. phaseoli found in the Czech Republic,2013-05,https://gd.eppo.int/reporting/article-2562
Czechia,2013/117,"EPPO Training course on the EPPO Prioritization process for invasive alien plants, Paris, EPPO Headquarters (2013-03-12/14)",2013-05,https://gd.eppo.int/reporting/article-2579
Czechia,2013/087,New data on quarantine pests and pests of the EPPO Alert List,2013-04,https://gd.eppo.int/reporting/article-2549
Czechia,2013/059,First report of Pseudomonas syringae pv. aesculi in the Czech Republic,2013-03,https://gd.eppo.int/reporting/article-2521
Czechia,2013/070,Update on the Code of conduct on invasive alien aquatic plants in the Netherlands,2013-03,https://gd.eppo.int/reporting/article-2532
Czechia,2013/071,Assessment of the ecological effects of Mimulus guttatus in the Netherlands,2013-03,https://gd.eppo.int/reporting/article-2533
Czechia,2013/072,Assessment of the ecological effects of Vallisneria spiralis in the Netherlands,2013-03,https://gd.eppo.int/reporting/article-2534
Czechia,2012/215,Update on the situation of Diabrotica virgifera virgifera in the Czech Republic,2012-10,https://gd.eppo.int/reporting/article-2421
Czechia,2012/218,Ralstonia solanacearum detected in the Czech Republic,2012-10,https://gd.eppo.int/reporting/article-2424
Czechia,2012/163,Update on the situation of Diabrotica virgifera virgifera in the Czech Republic,2012-08,https://gd.eppo.int/reporting/article-2369
Czechia,2012/141,First report of Dryocosmus kuriphilus in the Czech Republic,2012-07,https://gd.eppo.int/reporting/article-1968
Czechia,2012/104,New data on quarantine pests and pests of the EPPO Alert List,2012-05,https://gd.eppo.int/reporting/article-1931
Czechia,2012/056,First report of Tobacco ringspot virus in the Czech Republic,2012-03,https://gd.eppo.int/reporting/article-1883
Czechia,2012/059,First report of Cylindrocladium buxicola in the Czech Republic,2012-03,https://gd.eppo.int/reporting/article-1886
Czechia,2012/038,New data on quarantine pests and pests of the EPPO Alert List,2012-02,https://gd.eppo.int/reporting/article-1865
Czechia,2011/230,Pathways of introduction: unintentionally introduced species as a threat to natural areas,2011-10,https://gd.eppo.int/reporting/article-1799
Czechia,2011/223,Phytophthora ramorum detected in the Czech Republic,2011-10,https://gd.eppo.int/reporting/article-1792
Czechia,2011/136,Detection of Phytophthora drechsleri in the Czech Republic,2011-06,https://gd.eppo.int/reporting/article-1705
Czechia,2011/134,First reports of Monilia polystroma in Hungary and the Czech Republic,2011-06,https://gd.eppo.int/reporting/article-1703
Czechia,2011/137,First report of Paysandisia archon in the Czech Republic,2011-06,https://gd.eppo.int/reporting/article-1706
Czechia,2011/117,First report of Citrus exocortis viroid in the Czech Republic,2011-05,https://gd.eppo.int/reporting/article-282
Czechia,2011/103,Opogona sacchari found in the Czech Republic,2011-05,https://gd.eppo.int/reporting/article-236
Czechia,2011/039,Situation of Ips duplicatus in the Czech Republic,2011-02,https://gd.eppo.int/reporting/article-98
Czechia,2010/212,First finding of Ralstonia solanacearum in the Czech Republic,2010-11,https://gd.eppo.int/reporting/article-731
Czechia,2010/162,Incursion of Chrysanthemum stunt viroid in the Czech Republic,2010-09,https://gd.eppo.int/reporting/article-619
Czechia,2010/115,First record of Chalara fraxinea in the Czech Republic,2010-06,https://gd.eppo.int/reporting/article-543
Czechia,2010/009,Leptoglossus occidentalis: an invasive alien species spreading in Europe,2010-01,https://gd.eppo.int/reporting/article-307
Czechia,2009/217,Situation of elm yellows associated with ‘Candidatus Phytoplasma ulmi’ in Europe,2009-11,https://gd.eppo.int/reporting/article-473
Czechia,2008/176,Potato spindle tuber viroid detected on ornamental Solanaceae in the Czech Republic,2008-09,https://gd.eppo.int/reporting/article-799
Czechia,2008/170,Survival rates in the Czech Republic of introduced plants known as wool aliens,2008-08,https://gd.eppo.int/reporting/article-793
Czechia,2008/166,First record of Mycosphaerella dearnessii in the Czech Republic,2008-08,https://gd.eppo.int/reporting/article-789
Czechia,2008/168,Plant species threatened by invasive alien species,2008-08,https://gd.eppo.int/reporting/article-791
Czechia,2008/143,First detection of Xanthomonas axonopodis pv. phaseoli in the Czech Republic,2008-07,https://gd.eppo.int/reporting/article-766
Czechia,2008/144,First outbreak of Pepino mosaic virus in the Czech Republic,2008-07,https://gd.eppo.int/reporting/article-767
Czechia,2008/141,First record of Xanthomonas axonopodis pv. poinsettiicola in the Czech Republic,2008-07,https://gd.eppo.int/reporting/article-764
Czechia,2008/054,First report of Pseudaulacaspis pentagona (Homoptera: Diaspididae) in the Czech Republic,2008-03,https://gd.eppo.int/reporting/article-576
Czechia,2008/053,First report of Cinara curvipes (Homoptera: Aphididae) in the Czech Republic,2008-03,https://gd.eppo.int/reporting/article-573
Czechia,2008/050,First record of Monilinia fructicola in the Czech Republic,2008-03,https://gd.eppo.int/reporting/article-567
Czechia,2008/031,Status of Phytophthora ramorum in the Czech Republic,2008-02,https://gd.eppo.int/reporting/article-533
Czechia,2008/026,First report of Tomato chlorotic dwarf viroid on Petunia in the Czech Republic,2008-02,https://gd.eppo.int/reporting/article-522
Czechia,2007/071,Phytophthora alni identified in the Czech Republic,2007-04,https://gd.eppo.int/reporting/article-1042
Czechia,2007/064,Database of alien plants in Ireland,2007-03,https://gd.eppo.int/reporting/article-1018
Czechia,2006/153,Impact of Impatiens glandulifera on riparian habitats in the Czech Republic and the UK,2006-07,https://gd.eppo.int/reporting/article-1150
Czechia,2006/135,Catalogue of alien plants in the Czech Republic,2006-06,https://gd.eppo.int/reporting/article-1114
Czechia,2006/136,Invasions by alien plants in the Czech Republic: a quantitative assessment across habitats,2006-06,https://gd.eppo.int/reporting/article-1115
Czechia,2006/076,New data for quarantine pests and pests on the EPPO Alert List,2006-04,https://gd.eppo.int/reporting/article-981
Czechia,2005/174,A survey of weeds that are increasingly spreading in Europe,2005-11,https://gd.eppo.int/reporting/article-1506
Czechia,2005/159,Recent information on Phytophthora ramorum in Europe,2005-10,https://gd.eppo.int/reporting/article-1491
Czechia,2005/054,Occurrence of Plum pox potyvirus on cherry in Czechia,2005-04,https://gd.eppo.int/reporting/article-1386
Czechia,2004/058,Situation of Diabrotica virgifera in the EPPO region,2004-04,https://gd.eppo.int/reporting/article-1579
Czechia,2003/105,Phyllonorycter issikii occurs in Czech Republic,2003-07,https://gd.eppo.int/reporting/article-2091
Czechia,2003/001,Situation of Diabrotica virgifera virgifera in the EPPO region,2003-01,https://gd.eppo.int/reporting/article-1987
Czechia,2003/007,New data on quarantine pests and pests of the EPPO Alert List,2003-01,https://gd.eppo.int/reporting/article-1993
Czechia,2001/148,Absence of Clavibacter michiganensis subsp. insidiosus from Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2973
Czechia,2001/146,Details on the occurrence of Impatiens necrotic spot and Tomato spotted wilt tospoviruses in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2971
Czechia,2001/147,Absence of Phytophthora fragariae var. fragariae in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2972
Czechia,2001/138,Survey on Clavibacter michiganensis subsp. sepedonicus in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2963
Czechia,2001/139,Absence of Ralstonia solanacearum in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2964
Czechia,2001/140,First report of Globodera pallida in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2965
Czechia,2001/144,First report of Mycosphaerella pini in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2969
Czechia,2001/145,Absence of Mycosphaerella dearnessii in Czech Republic,2001-08,https://gd.eppo.int/reporting/article-2970
Czechia,2001/048,First report of Impatiens necrotic spot tospovirus in Czech Republic,2001-03,https://gd.eppo.int/reporting/article-2873
Czechia,2001/003,Situation of Diabrotica virgifera virgifera in the EPPO region in 2000,2001-01,https://gd.eppo.int/reporting/article-2348
Czechia,2000/032,Details on glasshouse quarantine pests in EPPO countries,2000-02,https://gd.eppo.int/reporting/article-3062
Czechia,1998/144,Cameraria ohridella is present in Czechia,1998-08,https://gd.eppo.int/reporting/article-3653
Czechia,1997/189,Characterization of plum pox potyvirus isolates in Romania and Czech Republic,1997-10,https://gd.eppo.int/reporting/article-3918
Czechia,1997/088,New data on pests of quarantine importance,1997-05,https://gd.eppo.int/reporting/article-3817
Czechia,1997/09,Fireblight in Central Europe,1997-01,https://gd.eppo.int/reporting/article-3738
Czechia,1996/204,New data on pests and diseases of plant quarantine importance,1996-11,https://gd.eppo.int/reporting/article-4158
Czechia,1996/186,Situation of Clavibacter michiganensis subsp. sepedonicus in Czech Republic,1996-10,https://gd.eppo.int/reporting/article-4141
Czechia,1994/152,Quarantine pests in Czech Republic,1994-08,https://gd.eppo.int/reporting/article-4642
Czechia,1993/66,Tomato spotted wilt tospovirus present in the Czech Republic.,1993-04,https://gd.eppo.int/reporting/article-4856
Czechia,1988/06,Erwinia amylovora recorded in Czechoslovakia,1988-07,https://gd.eppo.int/reporting/article-5717
Czechoslovakia (former),2012/224,"Distribution of some invasive plants in Vojvodina, Serbia",2012-10,https://gd.eppo.int/reporting/article-2430
Czechoslovakia (former),2012/225,"Invasive alien plants in managed woodlands in Vojvodina, Serbia",2012-10,https://gd.eppo.int/reporting/article-2431
Czechoslovakia (former),1987/01,Status of Opogona sacchari in EPPO region,1987-16,https://gd.eppo.int/reporting/article-5752
Czechoslovakia (former),1987/01,Status of Frankliniella occidentalis in EPPO region,1987-15,https://gd.eppo.int/reporting/article-5751
Denmark,2025/162,Biogeographical studies of Myriophyllum rubricaule,2025-06,https://gd.eppo.int/reporting/article-8175
Denmark,2024/106,Update on the situation of Callidiellum rufipenne in Europe,2024-05,https://gd.eppo.int/reporting/article-7856
Denmark,2024/013,First report of Meloidogyne chitwoodi in Denmark,2024-01,https://gd.eppo.int/reporting/article-7763
Denmark,2023/133,First record of Coccotrypes cardamomi in Denmark,2023-06,https://gd.eppo.int/reporting/article-7615
Denmark,2023/031,New data on quarantine pests and pests of the EPPO Alert List,2023-02,https://gd.eppo.int/reporting/article-7513
Denmark,2023/047,First record and eradication of Hirschmanniella caudacrena in Denmark,2023-02,https://gd.eppo.int/reporting/article-7529
Denmark,2022/234,First record of a Coccotrypes species in Denmark,2022-11,https://gd.eppo.int/reporting/article-7465
Denmark,2022/238,First report of Scirtothrips dorsalis in Denmark,2022-11,https://gd.eppo.int/reporting/article-7469
Denmark,2022/076,New data on quarantine pests and pests of the EPPO Alert List,2022-04,https://gd.eppo.int/reporting/article-7307
Denmark,2021/155,First report of Monochamus alternatus in Denmark,2021-07,https://gd.eppo.int/reporting/article-7094
Denmark,2021/128,First report of Ripersiella hibisci in Denmark,2021-06,https://gd.eppo.int/reporting/article-7067
Denmark,2020/064,"Postponed: 16th International Symposium on Aquatic Plants Aarhus, Denmark",2020-03,https://gd.eppo.int/reporting/article-6742
Denmark,2019/222,"16th International Symposium on Aquatic Plants (Aarhus University, Denmark, 2020-06-15/19",2019-10,https://gd.eppo.int/reporting/article-6652
Denmark,2019/118,Update on the situation of Cydalima perspectalis in the EPPO region,2019-06,https://gd.eppo.int/reporting/article-6548
Denmark,2019/090,"16th International Symposium on aquatic plants (Denmark, 2020-06-14/19)",2019-04,https://gd.eppo.int/reporting/article-6520
Denmark,2017/053,New data on quarantine pests and pests of the EPPO Alert List,2017-03,https://gd.eppo.int/reporting/article-6021
Denmark,2015/186,Anoplophora chinensis eradicated from Denmark,2015-10,https://gd.eppo.int/reporting/article-5133
Denmark,2014/206,Synchytrium endobioticum found in Denmark,2014-11,https://gd.eppo.int/reporting/article-3299
Denmark,2013/234,Neonectria canker of Abies spp. in Denmark and Norway: a new emerging disease,2013-11,https://gd.eppo.int/reporting/article-2696
Denmark,2013/080,First report of Globodera pallida in Denmark,2013-04,https://gd.eppo.int/reporting/article-2542
Denmark,2013/082,Eradication of Clavibacter michiganensis subsp. sepedonicus from Denmark,2013-04,https://gd.eppo.int/reporting/article-2544
Denmark,2012/050,Incursion of Anoplophora chinensis in Denmark in 2011,2012-03,https://gd.eppo.int/reporting/article-1877
Denmark,2011/227,Plum pox virus detected in Denmark,2011-10,https://gd.eppo.int/reporting/article-1796
Denmark,2011/146,Denmark: national initiatives on Code of conduct,2011-06,https://gd.eppo.int/reporting/article-1715
Denmark,2010/094,"6th NEOBIOTA Conference: Biological Invasions in a Changing World - from Science to Management, Copenhagen (DK), 2010-09-10/14",2010-04,https://gd.eppo.int/reporting/article-507
Denmark,2010/056,First report of Opogona omoscopa in France,2010-03,https://gd.eppo.int/reporting/article-427
Denmark,2010/076,"6th NEOBIOTA Conference: Biological Invasions in a Changing World - from Science to Management, Copenhagen (DK), 2010-09-14/17",2010-03,https://gd.eppo.int/reporting/article-447
Denmark,2010/048,Invasion of Rosa rugosa in Danish coastal dunes,2010-02,https://gd.eppo.int/reporting/article-415
Denmark,2008/090,Spiraea species: more information needed on their impact to the environment,2008-04,https://gd.eppo.int/reporting/article-664
Denmark,2007/228,Fallopia baldschuanica in the EPPO region: addition to the EPPO Alert List,2007-11,https://gd.eppo.int/reporting/article-1331
Denmark,2006/075,Geographical distribution of Solanum elaeagnifolium: an update,2006-03,https://gd.eppo.int/reporting/article-980
Denmark,2005/174,A survey of weeds that are increasingly spreading in Europe,2005-11,https://gd.eppo.int/reporting/article-1506
Denmark,2005/159,Recent information on Phytophthora ramorum in Europe,2005-10,https://gd.eppo.int/reporting/article-1491
Denmark,2002/136,Invasive plant species of concern in Denmark,2002-08,https://gd.eppo.int/reporting/article-2300
Denmark,2002/092,Update on the situation of Pepino mosaic potexvirus in the EPPO region,2002-06,https://gd.eppo.int/reporting/article-2256
Denmark,2002/018,New data on quarantine pests and pests of the EPPO Alert List,2002-02,https://gd.eppo.int/reporting/article-2181
Denmark,2002/021,Outbreaks of a new Oidium disease on Euphorbia pulcherrima in Europe,2002-02,https://gd.eppo.int/reporting/article-2184
Denmark,2001/023,Outbreak of rhizomania in Denmark,2001-02,https://gd.eppo.int/reporting/article-2848
Denmark,2000/032,Details on glasshouse quarantine pests in EPPO countries,2000-02,https://gd.eppo.int/reporting/article-3062
Denmark,1997/68,Hyphantria cunea found but not established in Denmark,1997-04,https://gd.eppo.int/reporting/article-3797
Denmark,1997/28,New data on pests of quarantine importance,1997-02,https://gd.eppo.int/reporting/article-3757
Denmark,1995/17,Bemisia tabaci is not present in Denmark,1995-01,https://gd.eppo.int/reporting/article-4197
Denmark,1992/03,Strawberry vein banding caulimovirus not present in strawberry plants in Denmark,1992-01,https://gd.eppo.int/reporting/article-5041
Denmark,1991/03,Interceptions in Denmark 1990,1991-04,https://gd.eppo.int/reporting/article-5379
Denmark,1990/04,Distribution of Liriomyza huidobrensis in the EPPO region,1990-02,https://gd.eppo.int/reporting/article-5576
Denmark,1989/08,Results of questionnaire on distribution of Bemisia tabaci in EPPO countries,1989-01,https://gd.eppo.int/reporting/article-5658
Denmark,1988/11,A new powdery mildew disease of tomato,1988-06,https://gd.eppo.int/reporting/article-5707
Denmark,1988/02,Up-date of summaries of the regulations of EPPO Member Countries,1988-04,https://gd.eppo.int/reporting/article-5685
Denmark,1987/01,Status of Opogona sacchari in EPPO region,1987-16,https://gd.eppo.int/reporting/article-5752
Denmark,1987/01,Status of Frankliniella occidentalis in EPPO region,1987-15,https://gd.eppo.int/reporting/article-5751
Denmark,1986/01,Sharka virus in Denmark,1986-09,https://gd.eppo.int/reporting/article-5765
Denmark,1985/01,Liriomyza trifolii not present in Denmark,1985-01,https://gd.eppo.int/reporting/article-5767
Denmark,1981/01,Colorado Beetle found in Denmark,1981-06,https://gd.eppo.int/reporting/article-5792
Denmark,1979/04,Studies on Dutch elm disease,1979-01,https://gd.eppo.int/reporting/article-5804
Denmark,1978/07,Report on dutch elm disease in Denmark,1978-01,https://gd.eppo.int/reporting/article-5812
Denmark,1976/04,Potato Ring Rot in Denmark,1976-01,https://gd.eppo.int/reporting/article-5825
Denmark,1974/11,Report on Dutch elm disease in Denmark,1974-01,https://gd.eppo.int/reporting/article-5851
Denmark,1974/08,Regulation for the use of chemicals from aircrafts,1974-01,https://gd.eppo.int/reporting/article-5848
Denmark,1974/09,Prohibition against sowing of barley in Denmark,1974-01,https://gd.eppo.int/reporting/article-5849
Dominica,2008/062,New data on quarantine pests and pests on the EPPO Alert List,2008-03,https://gd.eppo.int/reporting/article-596
Dominica,2006/076,New data for quarantine pests and pests on the EPPO Alert List,2006-04,https://gd.eppo.int/reporting/article-981
Dominica,2001/156,News from the Caribbean,2001-09,https://gd.eppo.int/reporting/article-2981
Dominica,1999/177,News from the Caribbean,1999-11,https://gd.eppo.int/reporting/article-3497
Dominica,1998/69,News from the Caribbean,1998-04,https://gd.eppo.int/reporting/article-3578
Dominican Republic,2025/229,New data on quarantine pests and pests of the EPPO Alert List,2025-10,https://gd.eppo.int/reporting/article-8244
Dominican Republic,2021/037,Brachyplatys subaeneus: an Asian Plataspidae spreading in America,2021-02,https://gd.eppo.int/reporting/article-6976
Dominican Republic,2017/129,New data on quarantine pests and pests of the EPPO Alert List,2017-07,https://gd.eppo.int/reporting/article-6097
Dominican Republic,2015/050,First report of Ceratitis capitata in the Dominican Republic,2015-03,https://gd.eppo.int/reporting/article-4516
Dominican Republic,2014/216,New data on quarantine pests and pests of the EPPO Alert List,2014-11,https://gd.eppo.int/reporting/article-3309
Dominican Republic,2014/069,Anthonomus eugenii occurs in the Dominican Republic,2014-04,https://gd.eppo.int/reporting/article-2789
Dominican Republic,2014/053,New data on quarantine pests and pests of the EPPO Alert List,2014-03,https://gd.eppo.int/reporting/article-2773
Dominican Republic,2012/166,First report of ‘Candidatus Liberibacter asiaticus’ in Dominica,2012-08,https://gd.eppo.int/reporting/article-2372
Dominican Republic,2010/061,First report of ‘Candidatus Liberibacter asiaticus’ in the Dominican Republic,2010-03,https://gd.eppo.int/reporting/article-432
Dominican Republic,2008/117,Pseudacysta perseae: a pest of avocado spreading in the Americas,2008-06,https://gd.eppo.int/reporting/article-702
Dominican Republic,2006/212,"Papilio demoleus, a potential citrus pest newly found in the Caribbean",2006-10,https://gd.eppo.int/reporting/article-1282
Dominican Republic,1999/177,News from the Caribbean,1999-11,https://gd.eppo.int/reporting/article-3497
Dominican Republic,1997/119,Further spread of Claviceps africana in the Americas,1997-06,https://gd.eppo.int/reporting/article-3848
Dominican Republic,1996/47,Citrus blight is present in the Dominican Republic,1996-03,https://gd.eppo.int/reporting/article-4002
Dominican Republic,1994/224,Further studies on the tomato yellow leaf curl geminivirus in the Dominican Republic,1994-11,https://gd.eppo.int/reporting/article-4714
Dominican Republic,1989/11,Thrips palmi in Caribbean,1989-01,https://gd.eppo.int/reporting/article-5661
East Timor,2020/142,First report of Spodoptera frugiperda in Timor-Leste,2020-07,https://gd.eppo.int/reporting/article-6820
Ecuador,2025/164,New data on quarantine pests and pests of the EPPO Alert List,2025-07,https://gd.eppo.int/reporting/article-8177
Ecuador,2024/123,New data on quarantine pests and pests of the EPPO Alert List,2024-06,https://gd.eppo.int/reporting/article-7873
Ecuador,2024/061,First record of ‘Candidatus Phytoplasma americanum’ in Ecuador,2024-03,https://gd.eppo.int/reporting/article-7811
Ecuador,2021/229,Neopestalotiopsis species are causing emerging strawberry diseases worldwide,2021-10,https://gd.eppo.int/reporting/article-7168
Ecuador,2021/207,New data on quarantine pests and pests of the EPPO Alert List,2021-10,https://gd.eppo.int/reporting/article-7146
Ecuador,2021/037,Brachyplatys subaeneus: an Asian Plataspidae spreading in America,2021-02,https://gd.eppo.int/reporting/article-6976
Ecuador,2020/158,New data on quarantine pests and pests of the EPPO Alert List,2020-08,https://gd.eppo.int/reporting/article-6836
Ecuador,2020/112,New data on quarantine pests and pests of the EPPO Alert List,2020-06,https://gd.eppo.int/reporting/article-6790
